"(Intercept)","ses_ego","ses_distance","I(ses_distance^2)","distance","factor(sexo_ego)1","factor(sexo_alter)1","edad_ego","edad_alter","ses_mean","ses_sd","shannon_index","network_size","alter_apply_pct","factor(same_rbd)1","pct_same_as_gdemates","num_schools","mean_quality","std_quality","pct_public","factor(city)laserena","factor(city)santiago","factor(city)valparaiso","factor(reference_year)2020","factor(reference_year)2021"
-3.46697554179621,-0.0253437723086463,0.00982656081301002,-0.0187907519921894,-0.00017528754291903,0.0286983130154183,-0.164599325101499,0.00880677310742072,-0.0667607453706125,0.0507721650735609,0.144847126320767,0.202785874255676,0.000560416481524523,0.102763938406742,0.372770661248752,0.000967122239461673,-0.000533782581101122,-4.292842471791e-05,-0.22519245461533,0.685245271590839,0.157219273928201,-0.0433185779549188,0.0412756549686449,0.0563988502605613,0.0294473647376112
-3.57340529272803,-0.0268492365625469,0.0134369270804503,-0.0176437963429079,-0.000216961854702569,0.0240090879527179,-0.137317283702865,-0.00424301260344443,-0.053127224744462,0.0595020624081356,0.153020000029748,0.198234591192682,0.000804893119093431,0.102394712097823,0.409211564983566,0.00165550505554932,0.00169091577435101,-0.0532475825372034,-0.165979682988742,0.672115070675915,0.0922780542201709,-0.0803608076246859,8.90981080244549e-05,0.0428630715282775,0.0114143922363991
-3.09410534362864,-0.0382674084663298,0.0173254697641745,-0.0173110968737852,-0.000179624437678413,0.0163875884303881,-0.122449506250231,-0.0116752209295409,-0.0635446820355145,0.0775909588562461,0.14070566790611,0.156082191712195,0.000480285073391474,0.0989413777735645,0.385902426375445,0.00103746253478139,0.00104479030908555,-0.0169311919457961,-0.20405464894147,0.664555236544399,0.163118089054932,-0.0495619746154289,0.0223695216039119,0.0432536895203489,0.0113564710981498
-3.44018826492341,-0.0237507076726935,0.00529997229928411,-0.0194731421105975,-0.000138979899764732,0.00658938631098609,-0.129819693168759,0.00550373650188363,-0.0720581212651485,0.0394753875161573,0.191463229979904,0.166144414929766,0.000543511845730331,0.102317379526692,0.394455033713004,0.000449443078252244,0.000543908997745852,-0.116378485066286,-0.161834613821224,0.767667390786389,0.180224472995709,9.85086233155635e-05,0.0744414511591538,0.0444966214792015,0.0221224934791615
-3.52817088437417,-0.0132681628896428,0.00367335144909866,-0.0177390692442569,-0.000188408913835615,0.00871348513796617,-0.166904226264002,0.0133690992101165,-0.0677477565908033,0.0494189221928173,0.111476001321387,0.199033417908157,0.000667508409415462,0.102848512393976,0.361496313537554,0.000201835490145396,0.000823938410240528,-0.0732069953254227,-0.210554168458344,0.818137709923316,0.148908084167865,-0.0551814866029737,0.0567661305892078,0.0481117956785808,0.0154141528169364
-2.99292725305169,-0.0152279375951374,0.00223895054770859,-0.0158790797517568,-0.000119206810447467,0.0374903724538831,-0.186585716789709,-0.0134436108083483,-0.080159675033384,0.073981543382994,0.127512814436385,0.168267506807726,0.00031415687845639,0.101054097063186,0.387842305970193,0.00217007985485438,0.00082600747536998,-0.111413944699212,-0.192618894047389,0.872283430712368,0.219741296307143,0.0127123912283173,0.064688257210094,0.0492897271914092,0.019122761421802
-3.36704358569434,-0.00774427577907536,0.00259043872518653,-0.0194483719520495,-0.000135763349515598,0.00284166669152622,-0.121591056764347,-0.00136834955893434,-0.0672265520549526,0.0447016826508673,0.156504200791535,0.205089612678868,0.000660514673630199,0.102050720097967,0.395291630610855,0.0017910081142946,0.00139666135577179,-0.00229222436075017,-0.217968669908205,0.668036259947059,0.154432120009674,-0.10399180379524,0.022534616615769,0.0395375486602391,0.00870048949891777
-3.35625849647006,-0.0267313371142501,0.0101956449582032,-0.0184551951887971,-0.000155607578824331,0.00744454450475133,-0.120759832388635,-0.000938450811802039,-0.0728994341852902,0.0368584097236673,0.164227357740785,0.186720990380837,0.000668339515901743,0.102434444646632,0.417677887403359,0.0012179459917099,0.00156203958251492,-0.0111781761496845,-0.176971684517002,0.765908729543399,0.17549388724518,-0.0735713472729426,0.0274305615490353,0.0360464597567779,0.0103209194132889
-3.42891535826412,-0.029349182180983,0.0150714916942798,-0.0155822473687934,-0.000198255431593155,-0.0112937786374302,-0.121118607982498,0.0066330281116235,-0.0729596749291318,0.0768525042089423,0.141081417466547,0.173183116385276,0.000991071298097695,0.10071055716362,0.401735223183906,0.00218198424211268,0.000468085279382417,-0.041412105410674,-0.210106831099593,0.92736285795119,0.248180956173058,0.00849910200320311,0.112351569395006,0.039232434264239,0.0203485075504001
-3.57881433160004,-0.0182316393837409,0.00969401071872324,-0.0194846855330976,-0.00012801080417331,0.00163938494850362,-0.0821188809096663,0.0167097343536428,-0.0729754149189833,0.0544784659073847,0.127924412567413,0.212521345466503,0.000389817499486403,0.104134727562892,0.380288566284818,0.00249900273281475,0.00143784635479944,-0.103834339697318,-0.182488471104881,0.565171237558407,0.118888480864184,-0.0934338661942425,0.0101487079796917,0.0450084247053563,0.0189001504485632
-3.37827165064019,-0.0203502228016317,0.0104562704134982,-0.0164832870311747,-0.000109818254039086,-0.000752910854750492,-0.146277763448075,-0.0118715861546527,-0.063831427317719,0.0745539315683507,0.110698183033054,0.188019741305888,0.000387264901909392,0.102468118940943,0.390446020992461,0.00289241865978204,0.000408666408797197,-0.141432145605018,-0.121749823087073,0.867239580606281,0.184589154543013,0.0426311392774014,0.11272534871479,0.0396290613982877,0.0130001187457805
-3.47299357830656,-0.0251114385846092,0.00758372547592628,-0.0150488276563192,-0.000176856062313701,0.012708741382557,-0.0968887694534102,-0.0124816570453331,-0.058211794673995,0.0540689263852132,0.164116596435507,0.218876678915511,0.000359941618891507,0.104031551573626,0.418519132542902,0.000209899647328444,0.000875426411760633,0.119221456247743,-0.212195940960883,0.893654483863432,0.198383835208366,-0.0595121991875275,0.0742416194783731,0.0318328681395118,0.0147442138831979
-3.5002744246106,-0.0365237320435725,0.0181439448790341,-0.0190316827737624,-0.000165260867441075,0.0118800570533643,-0.153382527316637,0.0198506158503161,-0.0741671600643552,0.0771256135743389,0.173240233842586,0.176563248715285,0.000428197103343384,0.102068830269321,0.378549192556814,0.00162495197201917,0.00103838075432873,0.0382249451734736,-0.216514162007722,0.678285038778612,0.142993051243957,-0.0694764410978231,0.0433743332807945,0.0431757410191417,0.0152341709197186
-3.39194073882962,-0.0321581811296029,0.0163743714317847,-0.0192042794707091,-0.000168039109888484,0.0225542477340201,-0.148081310095233,-0.00970410643965516,-0.063343368973235,0.0732737667103374,0.149823107596056,0.198318868015768,0.000558861482021067,0.102545039877373,0.423390098618422,0.00221178065515104,0.0011402323746954,-0.152445316489716,-0.139856433004317,0.760163300740171,0.134542334568932,-0.0679622089894449,0.0332489663736841,0.0423392077540978,0.0225498403421391
-3.27089172293672,-0.0235965703094694,0.0121551382571524,-0.0175578610721883,-0.000202846034372494,0.00383968395265209,-0.147909017751477,-0.00437459503893755,-0.0666914525577973,0.0820682080241104,0.154781208883956,0.168060551862192,0.00063235969738947,0.100507650743792,0.351493101456468,0.00324340906751914,3.49650046627665e-05,-0.17962835303298,-0.16962588641247,0.723920039835093,0.183454396979732,-0.0107693663876905,0.0428767772195044,0.0456755667071499,0.0145988660909306
-3.55375824783321,-0.0144028481594337,0.0148369003994661,-0.0153946306984101,-0.00020900216697001,-0.00934596945281386,-0.14972880631984,0.00279890222420426,-0.0608457607142142,0.0381143094158386,0.190737255691871,0.19086673987711,0.00049275256648844,0.101086012527835,0.377039172404633,0.0019007416193538,0.00172966693002959,-0.0462689968023425,-0.173342154422863,0.652623054821252,0.165687104964812,-0.0754645200068659,0.0333305109449287,0.0400034179913999,0.0197778504823929
-3.68790339799405,-0.0353985163661114,0.0118764809055098,-0.0147753131582087,-0.000108589425231734,-0.0104190647848506,-0.129484158738919,-0.00319896499922838,-0.0501890746284289,0.0524710532574717,0.152425453424881,0.2182285106016,0.000169659847698806,0.10476425510151,0.43573571001428,0.00106927953747768,0.00132323660751141,-0.0331559962534523,-0.191933299896747,0.770233023551292,0.0916928615962543,-0.109182807352617,0.00098726555163452,0.0426511280215185,0.0298151950083359
-3.43403145562348,-0.0115753393959807,0.00725717900848321,-0.017207826556635,-0.000177281645608734,0.0308836075796897,-0.164880375080596,0.013459053535728,-0.0757008333041216,0.0624957341552406,0.158597601104377,0.192932957678466,0.000523539714712134,0.101436023523204,0.37851320757806,0.000772021394513341,3.37508868404767e-05,0.0509069166860597,-0.205792474868294,0.805597070727486,0.174570385441119,-0.0450539270860699,0.0246975779953626,0.0443233769345773,0.0182670424935599
-3.66411546947834,-0.0247308544166691,0.00563265520511577,-0.0170302484297749,-0.000171585848358929,0.00290443893991484,-0.146688363370138,0.00288737649169395,-0.0549258698277254,0.0711505348237459,0.199153796325685,0.21012229351506,0.000566093598994211,0.101569596178027,0.395142427343227,0.000828783936775748,0.000720458463714373,0.0378727771407991,-0.23901520150455,0.796522013268224,0.199504909849126,-0.0552474574589063,0.0535306572427665,0.038167448187988,0.0119912981859191
-3.31990768542474,-0.0328865244177238,0.00885357592702018,-0.0182771015108296,-0.000176436392118582,0.0171421789756548,-0.162427595779731,-0.00938192613604827,-0.0639994074855195,0.0704118467440096,0.149534886672586,0.17583701106561,0.000558832251671036,0.10049787259448,0.389676932429672,0.00261142874862182,0.001096238502198,-0.0255297625017053,-0.165279553162412,0.838602148127406,0.21190896537637,-0.0322850733883167,0.0315384040890222,0.0488160398556862,0.0230795325358607
-3.41164794385588,-0.0321363909691626,0.0114247721308852,-0.0179021224097736,-0.000157596502348259,0.0264482265520343,-0.121160672836286,0.00611752485003385,-0.0671224442737108,0.0177060298397234,0.14653922719112,0.164593836738912,0.000485074811964325,0.102943358601051,0.393795025919256,0.00163803522084639,0.000792385840297186,-0.0740722958913446,-0.15516231071241,0.551863220049108,0.116350199511045,-0.0588642790463972,0.0358147349234523,0.0401138184447466,0.0273963014393602
-3.69910834650715,0.00254265387079262,0.00249490458009193,-0.0197452407590049,-0.00015477235748155,0.0179430755953142,-0.0925123201265853,0.0190775672542553,-0.0770406002953698,0.0447758586287553,0.155267287610589,0.236974131276417,0.000447036975421424,0.102647081713847,0.386094427844192,0.00254168192362611,0.000411808575862421,-0.084017351440043,-0.17176804055127,0.801223238145211,0.121310951761204,-0.0633758079886444,0.0092149526496347,0.0433541299974979,0.0272562867559003
-3.38392366318592,-0.00767610627114237,-0.00198624576354089,-0.0180518850889502,-0.000103282653607079,-0.00172362905850729,-0.163768548189819,0.00774387638458654,-0.074118294135402,0.0324967558702901,0.155167396715782,0.186544519063319,0.000446438371062443,0.100991014939508,0.396369640719317,0.000209561622759455,0.00165072653000497,-0.00278179753696024,-0.227827226349784,0.827825733751953,0.178378384122414,-0.070974203193275,0.0359383586218193,0.046110450555312,0.0292335043686567
